course_name,category,software,certificate,teacher,course_level,course_rating,hours_per_week,course_link,price
3D графика и анимация на PascalABC.NET для школьников Сертификат,Компьютерная графика,,Сертификат Stepik,"Центр олимпиадного программирования ""DL CLUB""",,5,,https://stepik.org/course/129703?search=7139774368,1990
Веб-дизайн в Figma: ключ к успеху,Компьютерная графика,"Figma, Figma, Figma, Figma, Figma",Сертификат Stepik,"Арсений Смирнов, Школа дизайна Skilltor",Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/133501?search=7139774372,1490
Дали поработать с Dall-e,Компьютерная графика,,Сертификат Stepik,"Криперина Юрченко, Георгий Будник",Начальный уровень,4.5,1-2 часа в день,https://stepik.org/course/198149?search=7139774363,990
"Курс по CorelDRAW: теория, практика и домашние задания",Компьютерная графика,CorelDRAW,Сертификат Stepik,Руслан Брантов,Начальный уровень,5,3-4 часа в неделю,https://stepik.org/course/115987?search=7139774373,375
Создание персонажей в Blender с нуля.,Компьютерная графика,,No,Илья Хлынин,Начальный уровень,5,,https://stepik.org/course/113656?search=7139774369,5000
2D графика и анимация на Python с Tkinter для школьников,Компьютерная графика,,Сертификат Stepik,No instructor found,Начальный уровень,4.8,,https://stepik.org/course/176750?search=7139774377,1990
Inkscape рисовать просто,Компьютерная графика,,No,Олег Иллюстратор,Начальный уровень,5,6 - 8 часов в неделю,https://stepik.org/course/120760?search=7139774371,1750
Курс по Adobe Photoshop - с нуля до результата!,Компьютерная графика,,Сертификат Stepik,Дмитрий Фокеев,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/96072?search=7139774361,1890
Курс по Adobe After Effects - С нуля до результата!,Компьютерная графика,"Puppet, Cinema 4D, Cinema 4D, Cinema 4D",Сертификат Stepik,Дмитрий Фокеев,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/177850?search=7139774360,1890
3D-моделирование в Компас и 3D-печать,Компьютерная графика,,No,Виктория Анисимова,Начальный уровень,5,2 часа в неделю,https://stepik.org/course/205185?search=7139774370,300
"Нейросеть для создания графики и видео ""Кандинский"" школьникам",Компьютерная графика,,Сертификат Stepik,"Центр олимпиадного программирования ""DL CLUB""",Начальный уровень,4.7,,https://stepik.org/course/179413?search=7139774379,1990
Курс по Adobe Photoshop - (продвинутый уровень)!,Компьютерная графика,,Сертификат Stepik,Дмитрий Фокеев,Средний уровень,5,4-5 часов в неделю,https://stepik.org/course/106836?search=7139774374,1890
Платформа nanoCAD: лёгкий старт,Компьютерная графика,,Сертификат Stepik,No instructor found,Начальный уровень,5,,https://stepik.org/course/195083?search=7139774366,850
Курс по Adobe Illustrator - с нуля до результата,Графический дизайн,"Adobe Illustrator, Adobe Illustrator",Сертификат Stepik,Дмитрий Фокеев,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/106825?search=7139788282,1890
Inkscape рисовать просто,Графический дизайн,"Inkscape, Inkscape",No,Олег Иллюстратор,Начальный уровень,5,6 - 8 часов в неделю,https://stepik.org/course/120760?search=7139788278,1750
Креативное мышление в веб-дизайне. Тренды 2025.,Графический дизайн,,Сертификат Stepik,Академия «FormArt»,Средний уровень,4.7,4-5 часов в неделю,https://stepik.org/course/204953?search=7139788290,840
"Курс по CorelDRAW: теория, практика и домашние задания",Графический дизайн,CorelDRAW,Сертификат Stepik,Руслан Брантов,Начальный уровень,5,3-4 часа в неделю,https://stepik.org/course/115987?search=7139788281,375
Веб дизайн в Figma Продвинутый уровень | Создание UI KIT в FIGMA,Графический дизайн,"Figma, Figma, Figma, Figma, Figma",Сертификат Stepik,Evgen Marfel,Начальный уровень,5,5-6,https://stepik.org/course/128009?search=7139788279,1990
Профессия UX/UI дизайнер.Пакет из 2-х курсов-веб дизайн в Figma,Графический дизайн,"Figma, Figma, Figma, Figma, Figma",No,Дмитрий Фокеев,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/119402?search=7139788274,3890
Курс по Adobe Photoshop - с нуля до результата!,Графический дизайн,,Сертификат Stepik,Дмитрий Фокеев,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/96072?search=7139788275,1890
Практический UI дизайн буткемп,Графический дизайн,,No,Irina Nik,Начальный уровень,4.8,4-5 часов в неделю,https://stepik.org/course/114973?search=7139788288,2890
Дали поработать с Dall-e,Графический дизайн,,Сертификат Stepik,"Криперина Юрченко, Георгий Будник",Начальный уровень,4.5,1-2 часа в день,https://stepik.org/course/198149?search=7139788277,990
Нейро-дизайнер интерфейсов в Figma. Основы UI/UX дизайна,Графический дизайн,"Figma, Figma, Figma, Figma, Figma",Сертификат Stepik,"Арсений Смирнов, Школа дизайна Skilltor",Начальный уровень,4.7,3-4 часа в неделю,https://stepik.org/course/193477?search=7139788291,1490
"Теория цифрового дизайна. Веб дизайн, фотография, композиция!",Графический дизайн,,Сертификат Stepik,Дмитрий Фокеев,,4.9,Не большая,https://stepik.org/course/104844?search=7139788285,1890
О рисунке. Основы изобразительной грамоты для начинающих,Графический дизайн,,Сертификат Stepik,Вера Михайловна Саунина,,4.5,"1 месяц: 17 уроков, 39 текстов,10 видео, пр.и сам. задания.",https://stepik.org/course/102247?search=7139788293,700
Substance painter с нуля до продвинутого уровня,Графический дизайн,,No,Илья Хлынин,,4.8,,https://stepik.org/course/139093?search=7139788287,5000
Веб-дизайн в Figma: ключ к успеху,Графический дизайн,"Figma, Figma, Figma, Figma, Figma",Сертификат Stepik,"Арсений Смирнов, Школа дизайна Skilltor",Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/133501?search=7139788280,1490
Фигма на фрилансе - Figma для новичков,Графический дизайн,"Figma, Figma, Figma, Figma, Figma",No,Nikita Iudin,,4.6,,https://stepik.org/course/192223?search=7139788292,300
Инструменты дизайнера Photoshop и Illustrator. Пакет 2-х курсов!,Графический дизайн,,No,Дмитрий Фокеев,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/126396?search=7139788284,3690
Профессия веб-дизайнер. Figma и Tilda с нуля до первого заказа!,Графический дизайн,"Figma, Figma, Figma, Figma, Figma",No,"Школа дизайна Skilltor, Арсений Смирнов",Начальный уровень,,4-5 часов в неделю,https://stepik.org/course/212396?search=7139788286,2240
Дизайнер сайтов на Tilda. С нуля до PRO,Графический дизайн,"Figma, Figma, Figma, Figma, Figma",Сертификат Stepik,"Школа дизайна Skilltor, Арсений Смирнов",Начальный уровень,4.7,3-4 часа в неделю,https://stepik.org/course/123461?search=7139788289,1490
Курс по Adobe Photoshop - (продвинутый уровень)!,Графический дизайн,,Сертификат Stepik,Дмитрий Фокеев,Средний уровень,5,4-5 часов в неделю,https://stepik.org/course/106836?search=7139788283,1890
Photoshop c нуля. Без воды,Графический дизайн,,Сертификат Stepik,Руслан Брантов,Начальный уровень,5,2-3 часа в неделю,https://stepik.org/course/181756?search=7139788276,375
Веб дизайн в Figma Продвинутый уровень | Создание UI KIT в FIGMA,Web-дизайн,"Figma, Figma, Figma, Figma, Figma",Сертификат Stepik,Evgen Marfel,Начальный уровень,5,5-6,https://stepik.org/course/128009?search=7139805069,1990
Профессия UX/UI дизайнер.Пакет из 2-х курсов-веб дизайн в Figma,Web-дизайн,"Figma, Figma, Figma, Figma, Figma",No,Дмитрий Фокеев,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/119402?search=7139805064,3890
Полный курс по UI/UX дизайну мобильных приложений в Figma (2025),Web-дизайн,"Figma, Figma, Figma, Figma, Figma",Сертификат Stepik,Алексей Поляков,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/232766?search=7139805057,2690
Курс по созданию сайтов в Tilda. С нуля до результата!,Web-дизайн,"JavaScript, HTML, CSS, JavaScript",Сертификат Stepik,Дмитрий Фокеев,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/183709?search=7139805074,2390
Веб дизайн в Figma с нуля до результата! Основы UX/UI Web Design,Web-дизайн,"Figma, Figma, Figma, Figma, Figma",Сертификат Stepik,Дмитрий Фокеев,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/102520?search=7139805058,2390
HTML и CSS - полный курс по вёрстке с нуля,Web-дизайн,"HTML, CSS, Figma, Figma, Figma, Figma, Figma",Сертификат Stepik,Антон Ларичев,Начальный уровень,4.8,,https://stepik.org/course/146294?search=7139805062,3999
Javascript. Часть 3 (Массивы и циклы),Web-дизайн,,Сертификат Stepik,Hayk Inants,Начальный уровень,5,4,https://stepik.org/course/209386?search=7139805071,1350
Курс по Adobe Photoshop - с нуля до результата!,Web-дизайн,,Сертификат Stepik,Дмитрий Фокеев,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/96072?search=7139805066,1890
Старт карьеры в IT. Front-end разработчик сайтов с нуля.,Web-дизайн,"Go, GitHub, HTML, CSS, Bootstrap, Sass, Figma, Figma, Figma, Figma, Figma",No,Дмитрий Фокеев,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/175308?search=7139805060,3890
Создание сайтов и заработок на WordPress без знания кода,Web-дизайн,"PHP, WordPress, Figma, Figma, Figma, Figma, Figma, WordPress, Elementor",No,Nikita Iudin,Начальный уровень,5,5 часов в неделю,https://stepik.org/course/179239?search=7139805068,4990
Курс по WordPress с нуля до результата. Создание сайтов без кода,Web-дизайн,"HTML, CSS, WordPress, WordPress, Elementor",Сертификат Stepik,Дмитрий Фокеев,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/208466?search=7139805065,2390
Javascript. Часть 1 (Переменные и условные операторы),Web-дизайн,"JavaScript, JavaScript",Сертификат Stepik,Hayk Inants,Начальный уровень,4.8,4,https://stepik.org/course/198613?search=7139805061,855
"Веб дизайн в Figma. Анимации и Главные правила ""Юзабилити"".",Web-дизайн,"Figma, Figma, Figma, Figma, Figma",Сертификат Stepik,Дмитрий Фокеев,Средний уровень,5,4-5 часов в неделю,https://stepik.org/course/128116?search=7139805076,1890
Полный курс по React JS (Redux / Router / Tailwind CSS),Web-дизайн,"React, GitHub, CSS",No,Дмитрий Фокеев,Средний уровень,5,4-5 часов в неделю,https://stepik.org/course/221235?search=7139805067,2690
Веб-дизайн в Figma: ключ к успеху,Web-дизайн,"Figma, Figma, Figma, Figma, Figma",Сертификат Stepik,"Арсений Смирнов, Школа дизайна Skilltor",Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/133501?search=7139805070,1490
Онлайн-курс «Фигма для редакторов»,Web-дизайн,,Сертификат Stepik,Илья Поликарпов,Начальный уровень,5,8—10 часов в неделю,https://stepik.org/course/212750?search=7139805072,5500
Курс по Adobe Illustrator - с нуля до результата,Web-дизайн,"Adobe Illustrator, Adobe Illustrator",Сертификат Stepik,Дмитрий Фокеев,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/106825?search=7139805073,1890
Верстка и создание сайтов в Webflow - с нуля до результата!,Web-дизайн,"CSS, Figma, Figma, Figma, Figma, Figma, Webflow",Сертификат Stepik,Дмитрий Фокеев,Начальный уровень,5,4--5 часов в неделю,https://stepik.org/course/199492?search=7139805075,2390
Полный курс по UI/UX и веб-дизайну в Figma Полякова Алексея,Web-дизайн,"Figma, Figma, Figma, Figma, Figma",Сертификат Stepik,Алексей Поляков,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/212348?search=7139805063,2690
Курс по верстке и веб разработке сайтов с нуля! Web development,Web-дизайн,"Go, GitHub, HTML, CSS, Bootstrap, Sass, Figma, Figma, Figma, Figma, Figma",Сертификат Stepik,Дмитрий Фокеев,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/114109?search=7139805059,2390
PyGame Lite: Мастерство разработки игр с использованием PyGame,Анимация и моушн-дизайн,,No,Дюдькин Андрей,Начальный уровень,2.4,2-3 часа в неделю,https://stepik.org/course/178972?search=7139825647,0
,Анимация и моушн-дизайн,,No,No instructor found,,,,https://stepik.org/course/197434?search=7139825650,3700
Создание персонажей в MAYA,Анимация и моушн-дизайн,,No,Илья Хлынин,Средний уровень,5,5,https://stepik.org/course/134887?search=7139825632,5000
Введение в дизайн,Анимация и моушн-дизайн,,No,LeadershipKZ,,4.5,,https://stepik.org/course/94293?search=7139825643,0
"Создание Cinematic на Unreal Engine 4.х, 5.0 (Legacy)",Анимация и моушн-дизайн,,No,Maxim Danilchenko,Начальный уровень,4.5,,https://stepik.org/course/109673?search=7139825644,0
Качественный контент на YouTube,Анимация и моушн-дизайн,,No,Евгений Ашпин,,,,https://stepik.org/course/100526?search=7139825640,1990
Blender - де 3D модельдеу курсы,Анимация и моушн-дизайн,"Blender, Blender, Blender, Blender",No,Болатбек Базилов,Начальный уровень,,аптасына 1 - 2 сағат,https://stepik.org/course/204029?search=7139825645,0
Быстрый старт в видеомонтаж и создание графики. Пакет 2х курсов!,Анимация и моушн-дизайн,,No,Дмитрий Фокеев,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/206100?search=7139825631,3390
Классическая рисованная анимация. Введение. Понятие движения.,Анимация и моушн-дизайн,,No,Ольга Рыбалко,Начальный уровень,5,0,https://stepik.org/course/53061?search=7139825635,300
2D графика и анимация на PascalABC.NET школьникам. Сертификат,Анимация и моушн-дизайн,,Сертификат Stepik,No instructor found,,4.9,,https://stepik.org/course/121483?search=7139825638,1990
Полный курс по созданию мобильных игр на Godot 4,Анимация и моушн-дизайн,Godot,No,Максим Лобода,Начальный уровень,4.8,2-3 часа в неделю,https://stepik.org/course/137222?search=7139825639,2900
Знакомство с компьютерной 2D анимацией для детей от 12 до 70 лет,Анимация и моушн-дизайн,,No,Anton Donskov,Начальный уровень,5,,https://stepik.org/course/176931?search=7139825633,300
Шоу дронов: от разработки анимации до запуска роя,Анимация и моушн-дизайн,,No,Лев Синюков,Начальный уровень,5,3,https://stepik.org/course/123912?search=7139825648,4990
Adobe Premiere PRO: видеомонтаж для НАЧИНАЮЩИХ,Анимация и моушн-дизайн,,Сертификат Stepik,Никита Александров,Начальный уровень,5,2,https://stepik.org/course/207017?search=7139825649,222
Создание схем для вышивки,Анимация и моушн-дизайн,,No,Любовь Воденикова,Начальный уровень,5,1 час в день,https://stepik.org/course/171603?search=7139825646,0
Курс по Adobe Photoshop - (продвинутый уровень)!,Анимация и моушн-дизайн,,Сертификат Stepik,Дмитрий Фокеев,Средний уровень,5,4-5 часов в неделю,https://stepik.org/course/106836?search=7139825636,1890
Компьютерная 2D анимация для детей от 12 до 70 лет Полный курс,Анимация и моушн-дизайн,,No,Anton Donskov,Начальный уровень,,5,https://stepik.org/course/201798?search=7139825641,2999
Создание персонажей в Blender с нуля.,Анимация и моушн-дизайн,,No,Илья Хлынин,Начальный уровень,5,,https://stepik.org/course/113656?search=7139825634,5000
"Веб дизайн в Figma. Анимации и Главные правила ""Юзабилити"".",Анимация и моушн-дизайн,"Figma, Figma, Figma, Figma, Figma",Сертификат Stepik,Дмитрий Фокеев,Средний уровень,5,4-5 часов в неделю,https://stepik.org/course/128116?search=7139825637,1890
Анимация в After Effects,Анимация и моушн-дизайн,,No,ArtCraft CG School,,5,60 минут,https://stepik.org/course/66932?search=7139825642,0
Vibe-coding | AI-программирование | Экспресс-курс,"Нейросети, чат-боты и искусственный интеллект",,Сертификат Stepik,"Александр 🍕 Миленькин, Станислав Гасиловский",Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/214391?search=7139852770,5625
Введение в соревновательный Data Science,"Нейросети, чат-боты и искусственный интеллект",Pandas,Сертификат Stepik,"Александр 🍕 Миленькин, Иван Александров, Вольнов Сергей",Средний уровень,5,10,https://stepik.org/course/108888?search=7139852771,596250
Нейросети в SMM и маркетинге,"Нейросети, чат-боты и искусственный интеллект",,Сертификат Stepik,Владислава Шлепцова,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/201230?search=7139852783,3999
Искусственный интеллект и Машинное обучение + Основы Python,"Нейросети, чат-боты и искусственный интеллект","Python, Excel, Python",Сертификат Stepik,Тимур Казанцев,Начальный уровень,5,2-3 часа в неделю,https://stepik.org/course/193737?search=7139852787,1790
"Доказательства, ChatGPT и Python","Нейросети, чат-боты и искусственный интеллект",,Сертификат Stepik,"Александр Куликов, Иван Павлов",Средний уровень,4,5–8 часов в неделю,https://stepik.org/course/193192?search=7139852778,3890
ChatGPT в работе — GPT-ассистенты,"Нейросети, чат-боты и искусственный интеллект",,Сертификат Stepik,Григорий Дьячков,Начальный уровень,5,3-4 часа в неделю,https://stepik.org/course/200358?search=7139852785,4990
"Нейросети с нуля: технологии, которые меняют нашу жизнь","Нейросети, чат-боты и искусственный интеллект",,Сертификат Stepik,"Илья Иванов, Анна Гладкова",Начальный уровень,5,3 часа в неделю,https://stepik.org/course/233176?search=7139852786,2499
Машинное обучение: Кросс-валидация и оптимизация гиперпараметров,"Нейросети, чат-боты и искусственный интеллект",,Сертификат Stepik,Сергей Спирёв,,5,,https://stepik.org/course/214012?search=7139852774,780
Делаем свой AI-продукт на базе ChatGPT или других LLM моделей.,"Нейросети, чат-боты и искусственный интеллект",,Сертификат Stepik,"Александр 🍕 Миленькин, Иван Александров",Начальный уровень,4.9,1-2,https://stepik.org/course/178846?search=7139852772,2925
Как заработать на нейросетях: создание текстов,"Нейросети, чат-боты и искусственный интеллект",,No,NEКУРСЫ Организованное самообучение,Начальный уровень,5,,https://stepik.org/course/193509?search=7139852789,2072
Нейросети для маркетплейсов,"Нейросети, чат-боты и искусственный интеллект",,Сертификат Stepik,Юлия Горская,Начальный уровень,5,,https://stepik.org/course/206759?search=7139852781,1990
ИИ-помощники в подготовке публичного выступления,"Нейросети, чат-боты и искусственный интеллект",,Сертификат Stepik,Марина Эрштейн,Начальный уровень,5,,https://stepik.org/course/230081?search=7139852788,720
Дали поработать с Dall-e,"Нейросети, чат-боты и искусственный интеллект",,Сертификат Stepik,"Криперина Юрченко, Георгий Будник",Начальный уровень,4.5,1-2 часа в день,https://stepik.org/course/198149?search=7139852779,990
Основы компьютерного зрения: мир глазами машины,"Нейросети, чат-боты и искусственный интеллект","PyTorch, PyTorch",No,No instructor found,Начальный уровень,5,,https://stepik.org/course/231644?search=7139852780,0
Нейросети для управления проектами,"Нейросети, чат-боты и искусственный интеллект",,Сертификат Stepik,"Сергей Черепанов, Альберт Бранд",Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/222250?search=7139852777,9900
Нейросети: практические навыки,"Нейросети, чат-боты и искусственный интеллект",,No,Юлия Горская,Начальный уровень,5,,https://stepik.org/course/223870?search=7139852784,1990
Super Resolution: Основы и Практика,"Нейросети, чат-боты и искусственный интеллект",,No,Евгений Пищик,Средний уровень,5,2-3 часа в неделю,https://stepik.org/course/199826?search=7139852782,3900
Машинное обучение: Метрики качества классификации и регрессии,"Нейросети, чат-боты и искусственный интеллект",,Сертификат Stepik,Сергей Спирёв,,5,,https://stepik.org/course/216263?search=7139852773,980
Pandas для Анализа данных,"Нейросети, чат-боты и искусственный интеллект",Pandas,Сертификат Stepik,Сергей Дубинин,Начальный уровень,4.7,,https://stepik.org/course/122126?search=7139852776,1043
ChatGPT как диплом,"Нейросети, чат-боты и искусственный интеллект",,Сертификат Stepik,"Георгий Будник, Криперина Юрченко",Начальный уровень,4.8,1-2 часа в день,https://stepik.org/course/171674?search=7139852775,1490
ПРОГРАММА КУРСОВ: АА — Активный Английский от Екатерины Зак,Английский язык,,No,Екатерина Закусова,Начальный уровень,3.7,3ч в неделю,https://stepik.org/course/215312?search=7141426415,2135
English With Breaking Bad,Английский язык,Chef,No,No instructor found,Средний уровень,,,https://stepik.org/course/191799?search=7141426417,800
Listening for IELTS,Английский язык,,No,Olga Smagina Larisa Lubimova,,5,,https://stepik.org/course/80620?search=7141426420,2500
Юридический английский язык. Перевод договоров.,Английский язык,,No,Natalia Zubkova,,5,,https://stepik.org/course/55011?search=7141426421,2500
Английский для медиков (English for medical students),Английский язык,,Сертификат Stepik,Мирослава Каржаева,,5,10 уроков по 60 минут,https://stepik.org/course/50672?search=7141426423,490
Job interview (Подготовка к собеседованию на английском языке),Английский язык,,No,Olga Smagina Larisa Lubimova,,5,Рассчитывается самостоятельно,https://stepik.org/course/74564?search=7141426422,3400
Технология эффективного изучения иностранного языка,Английский язык,"тренировки, психология",Сертификат Stepik,Aiva Altynova,Начальный уровень,4.9,30-60 минут в день,https://stepik.org/course/135495?search=7141426416,499
Английский для начинающих. Курс-сериал о Бобе и его коте — Ч1,Английский язык,,Сертификат Stepik,Анастасия Моисеева,Начальный уровень,,,https://stepik.org/course/225510?search=7141426418,790
АА - Активный Английский от Екатерины Зак для продолжающих (А2),Английский язык,здоровье,Сертификат Stepik,Екатерина Закусова,,4.9,15 мин / день,https://stepik.org/course/100718?search=7141426411,845
Профессиональный английский для медиков,Английский язык,,Сертификат Stepik,Карл Емероле,,5,,https://stepik.org/course/123115?search=7141426419,640
Разговорный курс Английского языка по видео Ступень 2,Английский язык,,No,Екатерина Кобелева,Начальный уровень,5,,https://stepik.org/course/174680?search=7141426429,599
English Phrasal Verbs 2.0 (B1–B2),Английский язык,Go,Сертификат Stepik,Наталья Трусова,Средний уровень,5,3 hours,https://stepik.org/course/50952?search=7141426414,1700
Говори на английском в 5 временах,Английский язык,Go,No,Екатерина Кобелева,Средний уровень,5,,https://stepik.org/course/204090?search=7141426427,550
АА -Активный Английский от Екатерины Зак для продвинутых (B1/B2),Английский язык,,Сертификат Stepik,Екатерина Закусова,,4.9,,https://stepik.org/course/106639?search=7141426410,800
English For Developers,Английский язык,"React, Angular, Git, SQL",Сертификат Stepik,No instructor found,Средний уровень,5,2-3 часа в неделю,https://stepik.org/course/173235?search=7141426425,1500
АА - Активный Английский от Екатерины Зак (для начинающих А0-А1),Английский язык,,Сертификат Stepik,Екатерина Закусова,Начальный уровень,4.9,15 мин в день,https://stepik.org/course/95468?search=7141426412,825
Английский язык для начинающих. Первые слова,Английский язык,,Сертификат Stepik,Екатерина Кобелева,,5,,https://stepik.org/course/197179?search=7141426426,490
Sky High English: Aviation Language Course,Английский язык,,No,Евгений Королев,Средний уровень,5,5-6 часов в неделю,https://stepik.org/course/219045?search=7141426428,990
Грамматика английского языка: step by step (A1-A2 - Step 2),Английский язык,,Сертификат Stepik,"Elena Mikhailenko, Taranenko Olga",,5,36 академических часов,https://stepik.org/course/105974?search=7141426413,2400
Вся база английского за 7 дней,Английский язык,,No,Мария Ерошкова,Начальный уровень,5,7 часов в неделю,https://stepik.org/course/187160?search=7141426424,2490
Просто о китайском от Chilan,Китайский язык,,No,Chilan школа китайского языка,Начальный уровень,5,5-6 часов в неделю,https://stepik.org/course/193793?search=7141433590,1900
Поднебесная глазами студента,Китайский язык,,No,Шаркова Елена,,5,,https://stepik.org/course/69516?search=7141433602,0
Китайский на каждый день,Китайский язык,,Сертификат Stepik,Павлова Ольга,,,,https://stepik.org/course/99556?search=7141433595,2500
Китайский язык. Фонетический тренажер с обратной связью,Китайский язык,"R, R, навигация",Сертификат Stepik,Елизавета Рязанова,Начальный уровень,4.8,20 минут в день,https://stepik.org/course/108146?search=7141433594,4500
Китайский язык в ВЭД,Китайский язык,рынок,No,Вероника Акбаш,Средний уровень,5,,https://stepik.org/course/176171?search=7141433600,0
Базовая фонетика китайского языка,Китайский язык,"R, R",Сертификат Stepik,Екатерина Марина,Начальный уровень,,2 - 3 часа,https://stepik.org/course/187060?search=7141433597,700
Разбор базовых китайских ключей,Китайский язык,,Сертификат Stepik,Екатерина Марина,Средний уровень,5,2 часа в неделю,https://stepik.org/course/170897?search=7141433588,350
Китайский язык. Уровень 1. Тренажер.,Китайский язык,"навигация, история",Сертификат Stepik,Елизавета Рязанова,Начальный уровень,5,15-20 минут в день,https://stepik.org/course/116467?search=7141433593,1275
Китайский язык для бизнеса: базовый уровень,Китайский язык,,Сертификат Stepik,Денис Четвериков,Средний уровень,5,3-4 часа в неделю,https://stepik.org/course/199885?search=7141433589,5000
Китайский за 3 месяца - легко!,Китайский язык,,Сертификат Stepik,Павлова Ольга,,5,42 практических занятия6 контрольно-обобщающих уроков,https://stepik.org/course/91056?search=7141433587,4500
Лексика из HSK 3 (китайский язык),Китайский язык,,No,Игорь Лютый,Средний уровень,5,,https://stepik.org/course/226795?search=7141433605,0
Китайский язык для начинающих,Китайский язык,,No,No instructor found,Начальный уровень,5,,https://stepik.org/course/190386?search=7141433598,0
КИТАЙСКИЙ ЯЗЫК. Уровень 3. Часть 2.,Китайский язык,история,Сертификат Stepik,Елизавета Рязанова,,5,,https://stepik.org/course/99623?search=7141433603,0
Лексика из HSK 2 (китайский язык),Китайский язык,,Сертификат Stepik,Игорь Лютый,Средний уровень,5,,https://stepik.org/course/94459?search=7141433604,0
"Китайский язык. Фонетика. Простые финали a, o, e, i, u, ü",Китайский язык,,Сертификат Stepik,Ксения Гумарова,Начальный уровень,,15 минут в день,https://stepik.org/course/175863?search=7141433596,600
Китайский язык. Уровень 3.1. Тренажер,Китайский язык,"навигация, история",Сертификат Stepik,Елизавета Рязанова,Средний уровень,5,2-3 часа в неделю,https://stepik.org/course/176096?search=7141433591,1275
Китайский язык. Уровень 2. Тренажер.,Китайский язык,"навигация, история",Сертификат Stepik,Елизавета Рязанова,,5,,https://stepik.org/course/122368?search=7141433592,1275
Подготовка к региональному этапу олимпиады по китайскому языку,Китайский язык,,No,Виктория Хан,,4,,https://stepik.org/course/95445?search=7141433599,0
Китайский через 抖音 (тик-ток),Китайский язык,,No,Фокина Ольга,Средний уровень,5,,https://stepik.org/course/111541?search=7141433601,0
КИТАЙСКИЙ ЯЗЫК. Уровень 3. Часть 1.,Китайский язык,,Сертификат Stepik,Елизавета Рязанова,,5,,https://stepik.org/course/83843?search=7141433606,0
Времена в немецком языке,Немецкий язык,,Сертификат Stepik,Анастасия Ушакова,,,,https://stepik.org/course/195213?search=7141439147,490
Deutsch Essentials: Как понять немецкий (А0-А1),Немецкий язык,реакции,No,Анна Захарова,Начальный уровень,,,https://stepik.org/course/184773?search=7141439148,9900
Themen Aktuell 1-5,Немецкий язык,,No,Нина Давыдова,,1.7,,https://stepik.org/course/69330?search=7141439160,0
Олимпиадный немецкий язык для 2 класса,Немецкий язык,,No,"Ирина Валерьевна Полилова, Языковой центр по подготовке к олимпиадам ""DL CLUB""",Начальный уровень,4.9,2-3 часа в неделю,https://stepik.org/course/202348?search=7141439154,0
Немецкий для новичков. Уровень 1.,Немецкий язык,,No,Данила Бадиков,,3.6,10-20 минут каждый день,https://stepik.org/course/105407?search=7141439158,0
"Курс по страноведению Германии: ""Deutschland - Land und Leute""",Немецкий язык,,No,"Анастасия Бояркина, Елизавета Гериева",Средний уровень,5,,https://stepik.org/course/221217?search=7141439150,0
Немецкий с нуля,Немецкий язык,,No,Юлия Гузь,,4.8,36 часов,https://stepik.org/course/55553?search=7141439156,0
Немецкий язык и культура (Городской Лев),Немецкий язык,философия,Сертификат Stepik,"Aleksej Czernorzeczeński Алексей Чернореченский, Илья Наливкин Ilia Nalivkin",,,,https://stepik.org/course/206618?search=7141439159,4350
Наука: Немецкий язык,Немецкий язык,,No,"ГАОУДО Центр развития талантов ""Аврора""",,5,15 уроков,https://stepik.org/course/87969?search=7141439161,0
DE: Модальные глаголы A1/A2,Немецкий язык,,No,Анна Захарова,Средний уровень,5,,https://stepik.org/course/211580?search=7141439145,500
Олимпиадный немецкий язык для 3 класса,Немецкий язык,,No,"Ирина Валерьевна Полилова, Языковой центр по подготовке к олимпиадам ""DL CLUB""",Начальный уровень,5,2-3 часа в неделю,https://stepik.org/course/205422?search=7141439152,0
Немецкий по фильмам,Немецкий язык,,No,"Антон Майоров, Юлия Гузь",,4.8,12 ак.часов,https://stepik.org/course/57522?search=7141439155,0
Грамматика немецкого языка для медиков и фармацевтов. Морфология,Немецкий язык,,No,"В.О. Федоровская, Т. А. Осипенко",,4.6,,https://stepik.org/course/57742?search=7141439157,0
